tceid,catid,n_planets,tce_num,tce_period,tce_time0bk,tce_duration,planet
157422845_1,157422845,1,1,11.00144,1621.681,0.2697556,1
356895671_1,356895671,2,1,9.155046,1617.454,0.3073245,0
230073380_1,230073380,1,1,13.99362,1626.671,0.6891779,0
219792132_1,219792132,1,1,14.04222,1626.535,0.704815,0
163720872_1,163720872,1,1,13.90613,1626.707,0.2966471,0
393719230_1,393719230,1,1,13.97979,1626.239,0.6276662,0
21147900_1,21147900,2,1,2.843332,1615.145,0.07955113,0
8398178_1,8398178,1,1,13.83013,1613.653,0.4618633,0
229767929_1,229767929,2,1,25.81924,1615.414,0.6664038,0
82451545_1,82451545,1,1,3.816579,1613.208,0.07560621,0
471012596_2,471012596,2,2,1.985185,1614.19,0.070335,1
229586790_1,229586790,2,1,2.092725,1614.434,0.06475204,0
341840666_2,341840666,3,2,1.426704,1613.167,0.120346,0
298553816_2,298553816,2,2,27.40694,1613.118,0.4375,0
291345045_2,291345045,2,2,5.026519,1616.053,0.1655093,0
284759507_1,284759507,2,1,6.870475,1619.348,0.1995828,0
39834872_2,39834872,2,2,3.609288,1613.456,0.1224444,1
37127406_1,37127406,1,1,28.1935,1613.172,0.2826675,0
37124742_1,37124742,1,1,13.85076,1626.626,0.1388717,0
160586189_1,160586189,1,1,3.058685,1614.376,0.06595625,1
230129085_1,230129085,1,1,9.023556,1618.711,0.1522745,0
199688541_1,199688541,1,1,3.854832,1615.825,0.074033,0
332394627_1,332394627,1,1,2.172928,1614.447,0.08220454,0
441795233_2,441795233,2,2,7.979939,1616.676,0.2038524,0
376871934_1,376871934,1,1,4.741513,1616.827,0.08829271,1
230132951_1,230132951,1,1,0.2843181,1612.925,0.02083333,0
229788552_2,229788552,2,2,8.98428,1616.609,0.1132221,0
356228117_1,356228117,1,1,10.36052,1622.153,0.2212738,0
334751696_1,334751696,1,1,2.536113,1613.901,0.2262022,0
274457752_1,274457752,2,1,8.203363,1618.95,0.100343,0
307984647_1,307984647,1,1,0.5205641,1612.884,0.05582487,1
377253895_1,377253895,1,1,1.196166,1613.389,0.04926804,1
258172867_1,258172867,2,1,5.302225,1612.999,0.1136576,0
362227687_1,362227687,1,1,6.893157,1613.184,0.1890863,1
219483085_3,219483085,3,3,5.636744,1616.7,0.1974415,0
329441881_1,329441881,2,1,2.111505,1613.555,0.08333333,0
163849199_1,163849199,1,1,9.256525,1614.625,0.3330099,1
198177008_1,198177008,1,1,14.05819,1626.556,0.6668808,0
281840133_1,281840133,1,1,13.96246,1626.575,0.280257,0
282015055_2,282015055,2,2,5.095193,1613.174,0.1453153,0
233084236_1,233084236,1,1,5.944134,1613.031,0.1665975,1
441767095_1,441767095,1,1,1.039409,1612.908,0.02617407,1
52536566_1,52536566,1,1,14.00354,1613.365,0.09277458,0
236766076_2,236766076,2,2,0.3090036,1613.108,0.02083333,0
233656978_1,233656978,2,1,0.7329826,1613.053,0.08586738,0
376994494_1,376994494,1,1,27.23418,1613.011,0.5566117,0
233577023_2,233577023,2,2,6.047181,1614.465,0.1108625,0
232600627_5,232600627,9,5,4.254436,1613.851,0.0535785,0
357096682_1,357096682,1,1,5.45395,1616.225,0.05718025,1
441794991_1,441794991,3,1,9.739944,1617.338,0.3849712,0
233064353_2,233064353,2,2,7.256254,1618.416,0.07733221,0
29385858_1,29385858,2,1,5.3916,1613.723,0.09120321,0
163943265_2,163943265,2,2,7.101403,1614.529,0.3917754,0
257732522_1,257732522,1,1,28.10278,1612.935,0.5208333,0
232621005_1,232621005,1,1,14.89834,1626.22,0.6203142,1
229955051_1,229955051,1,1,8.112531,1613.823,0.128289,0
162689333_1,162689333,1,1,13.87651,1619.161,0.1667726,0
9473634_1,9473634,1,1,13.85348,1613.664,0.6166921,0
57990559_1,57990559,1,1,14.23605,1626.717,0.07422071,0
32491788_1,32491788,2,1,2.727227,1612.988,0.071621,0
258955275_1,258955275,3,1,1.376304,1613.748,0.08333333,0
168575864_1,168575864,1,1,8.943164,1618.58,0.1029702,1
353989575_1,353989575,1,1,27.14604,1613.663,0.8748212,0
286115754_2,286115754,2,2,2.34886,1614.247,0.1605796,0
420136179_1,420136179,2,1,7.191636,1620.034,0.07355412,0
29385858_2,29385858,2,2,5.390147,1616.459,0.1079398,0
36982626_4,36982626,4,4,14.23372,1626.72,0.09173046,0
356315478_1,356315478,1,1,0.3845087,1613.101,0.02083333,0
281217908_1,281217908,2,1,5.505698,1615.331,0.3228074,0
219852679_1,219852679,1,1,3.88111,1615.363,0.1233574,1
280031762_1,280031762,1,1,14.24496,1626.719,0.04054155,0
229765885_1,229765885,2,1,2.459647,1614.891,0.1074245,0
323286571_1,323286571,1,1,28.38528,1613.193,0.2918445,0
287152045_1,287152045,2,1,14.02211,1626.598,0.6582183,0
39425970_1,39425970,1,1,10.80967,1618.309,0.09275371,1
315475193_1,315475193,1,1,5.343186,1617.056,0.1126741,1
287152402_1,287152402,6,1,0.8098735,1613.117,0.07476292,0
359388713_1,359388713,2,1,1.360821,1613.527,0.06420329,0
229445986_1,229445986,2,1,1.789335,1614.519,0.09383821,0
229642444_2,229642444,2,2,5.920805,1616.824,0.2214344,0
160602372_2,160602372,2,2,3.266728,1614.497,0.07175629,0
219104933_1,219104933,1,1,5.5557,1616.616,0.09016071,1
219429741_1,219429741,1,1,0.3102354,1612.929,0.04059085,0
296932181_1,296932181,1,1,4.40472,1616.034,0.07381762,1
39571931_1,39571931,1,1,1.331002,1613.315,0.09464342,1
233684822_1,233684822,2,1,3.120472,1614.144,0.1279629,0
310506508_1,310506508,1,1,12.93907,1614.696,0.4031362,0
232681375_1,232681375,1,1,27.29274,1613.488,0.7112958,0
39829781_2,39829781,2,2,3.931018,1613.063,0.07935721,0
229607373_1,229607373,1,1,27.65087,1612.964,0.3322965,0
39826447_2,39826447,2,2,5.979637,1613.344,0.1074225,0
371227879_1,371227879,1,1,14.46132,1626.62,0.177577,0
219491380_1,219491380,2,1,13.96728,1613.214,0.5630183,0
219865258_1,219865258,1,1,2.974828,1613.655,0.1171967,1
233693324_2,233693324,2,2,3.823358,1612.97,0.1105035,0
150584743_1,150584743,4,1,9.881874,1622.52,0.4428033,0
20980934_1,20980934,1,1,1.781492,1613.781,0.1313358,1
5899259_1,5899259,1,1,9.261528,1618.969,0.06677971,1
189843364_1,189843364,2,1,8.975017,1618.285,0.1036816,0
229609219_1,229609219,2,1,7.566834,1618.123,0.2112923,0
270746435_1,270746435,1,1,4.976175,1613.4,0.05131192,0
298666521_1,298666521,1,1,13.87977,1613.505,0.6017737,0
57062354_1,57062354,3,1,1.376864,1613.493,0.0625,0
232600627_8,232600627,9,8,1.503673,1612.928,0.02642837,0
229610772_1,229610772,1,1,5.664716,1614.619,0.1542931,1
274555165_2,274555165,2,2,5.919928,1616.91,0.2305205,0
232637164_2,232637164,2,2,8.292695,1613.853,0.2000435,1
198236922_1,198236922,1,1,26.03587,1612.949,0.5038179,0
230121228_1,230121228,1,1,1.626346,1613.473,0.0620225,1
236770208_2,236770208,2,2,4.65712,1616.392,0.06622242,0
274202581_1,274202581,3,1,3.91523,1615.519,0.06110992,1
233238892_1,233238892,2,1,2.799041,1614.959,0.04668063,1
359981912_1,359981912,1,1,16.71388,1612.962,0.6384933,0
229782015_1,229782015,1,1,0.9003164,1613.302,0.04166667,0
18228140_2,18228140,2,2,13.94649,1626.297,0.6944513,1
224601767_1,224601767,2,1,5.236231,1617.424,0.1058842,0
232634632_1,232634632,1,1,14.81851,1626.343,0.3584841,0
153601274_1,153601274,2,1,14.8306,1617.833,0.1963857,1
276995678_1,276995678,1,1,13.98655,1626.593,0.3435285,0
318497245_1,318497245,1,1,28.06849,1613.186,0.2181373,0
229667767_1,229667767,2,1,13.95952,1626.59,0.2047274,0
310561395_2,310561395,2,2,3.216408,1613.77,0.1858144,0
237117591_1,237117591,1,1,14.48664,1626.575,0.2174538,0
376926030_1,376926030,1,1,9.13649,1617.436,0.25339,0
115509719_1,115509719,1,1,14.26276,1626.701,0.03352602,0
115582906_2,115582906,2,2,7.946503,1619.707,0.1197313,0
229782543_1,229782543,2,1,6.695537,1619.178,0.09207467,0
198187008_1,198187008,2,1,6.710087,1617.627,0.09626975,0
349486228_1,349486228,1,1,15.6337,1613.096,0.5369896,0
329249069_2,329249069,2,2,4.089705,1616.648,0.06504783,0
198180990_1,198180990,1,1,18.4402,1617.751,0.1088163,1
233127400_4,233127400,4,4,15.92123,1617.957,0.1064015,0
233080908_1,233080908,2,1,2.323754,1613.457,0.2297905,0
402442869_2,402442869,2,2,13.95546,1626.538,0.3266615,0
219885571_1,219885571,1,1,12.70744,1619.534,0.2574482,1
356102989_2,356102989,2,2,4.022876,1613.943,0.08705887,0
237200542_1,237200542,2,1,8.181338,1619.717,0.1828869,0
230089327_1,230089327,1,1,0.4500565,1613.195,0.02802172,0
275037380_1,275037380,1,1,6.236247,1613.742,0.1052623,1
398423049_1,398423049,1,1,2.229437,1614.028,0.07124146,1
376925533_1,376925533,3,1,5.95221,1618.3,0.2223294,0
219899138_1,219899138,2,1,6.285071,1612.973,0.2400083,0
289581848_1,289581848,1,1,13.97752,1626.743,0.6115008,0
182085139_2,182085139,2,2,14.24167,1612.875,0.5208333,0
359589842_2,359589842,5,2,6.822352,1617.608,0.09154921,0
280035613_1,280035613,2,1,8.824199,1620.065,0.4033427,0
37174705_2,37174705,2,2,14.00886,1626.655,0.8853733,0
219118188_1,219118188,2,1,3.27608,1613.783,0.1516198,0
232614964_1,232614964,1,1,14.83097,1626.581,0.2263849,0
229490055_1,229490055,1,1,4.513333,1615.284,0.09394725,0
424439672_1,424439672,1,1,15.28447,1612.942,0.3840174,0
8446200_2,8446200,4,2,1.014871,1613.764,0.1407352,0
233631664_1,233631664,1,1,7.870208,1615.867,0.1944478,1
224597955_2,224597955,2,2,9.578372,1620.265,0.09007921,1
233066661_1,233066661,2,1,1.877303,1614.066,0.04166667,0
329290649_1,329290649,1,1,20.26682,1620.571,0.6265346,0
460430741_1,460430741,2,1,7.840964,1615.478,0.1459766,1
198281945_2,198281945,2,2,6.897356,1619.513,0.1261832,0
357099320_1,357099320,1,1,13.99392,1626.683,0.6029633,0
259035351_1,259035351,1,1,13.85247,1626.663,0.3819091,0
233085123_1,233085123,2,1,14.46853,1612.997,0.2582808,0
198278974_2,198278974,2,2,7.092991,1613.128,0.291913,0
229777486_1,229777486,3,1,2.874981,1613.643,0.09813375,1
288468223_1,288468223,2,1,13.79262,1626.669,0.4638133,0
7620157_2,7620157,2,2,2.866734,1613.87,0.09942283,0
52988782_2,52988782,2,2,4.056604,1614.363,0.1328722,0
417582774_1,417582774,1,1,8.644077,1615.533,0.07553337,0
359390866_1,359390866,1,1,4.051554,1614.057,0.133553,1
32285930_1,32285930,1,1,14.43304,1623.908,0.1776621,1
198390696_1,198390696,1,1,23.05205,1617.998,0.5673692,0
353987889_2,353987889,2,2,3.940143,1613.979,0.230691,0
152859121_1,152859121,3,1,13.95873,1626.563,0.2623531,0
459492551_2,459492551,3,2,9.193755,1612.938,0.1863553,0
219109297_2,219109297,2,2,8.831491,1615.286,0.4140998,0
284760655_1,284760655,1,1,9.138919,1618.811,0.1568123,1
233576027_1,233576027,1,1,1.687779,1614.42,0.09777833,0
237099347_2,237099347,2,2,13.87927,1613.248,0.8891804,0
351594388_1,351594388,1,1,28.05711,1613.048,0.5204917,0
181589885_1,181589885,1,1,9.065351,1615.453,0.09630512,0
274221448_1,274221448,1,1,13.89062,1613.287,0.8275621,0
237278708_1,237278708,2,1,2.317157,1613.448,0.0763345,0
413757413_2,413757413,2,2,1.482317,1613.897,0.100484,0
237103455_1,237103455,1,1,5.478468,1615.145,0.05808571,1
281941695_4,281941695,4,4,1.084064,1613.933,0.062727,1
181292297_1,181292297,1,1,0.3534087,1612.994,0.02203768,0
243336701_1,243336701,1,1,2.515139,1612.992,0.2017878,0
356788481_1,356788481,2,1,7.324561,1614.485,0.1110654,0
88780274_1,88780274,1,1,20.93888,1620.4,0.440245,0
281629209_1,281629209,1,1,13.96179,1626.65,0.8284621,0
229609219_2,229609219,2,2,7.567249,1616.276,0.1579887,0
233497034_3,233497034,3,3,7.501938,1614.337,0.1601423,1
356199039_1,356199039,1,1,15.22248,1625.898,0.3435923,0
224596075_1,224596075,1,1,13.97765,1626.598,0.1855952,0
199685281_1,199685281,2,1,6.056282,1617.539,0.128804,0
199522110_2,199522110,2,2,4.763623,1614.209,0.1951713,0
356894414_2,356894414,2,2,14.24383,1626.731,0.7820267,0
307910469_2,307910469,2,2,8.131247,1614.407,0.180981,0
259265855_1,259265855,1,1,18.58211,1621.918,0.08477575,0
416195643_2,416195643,2,2,7.718508,1614.817,0.1217008,0
85379733_1,85379733,1,1,13.69196,1613.003,0.53909,0
230086768_1,230086768,1,1,2.150039,1614.213,0.07766742,0
356102989_1,356102989,2,1,4.023077,1614.549,0.072986,0
289538241_2,289538241,2,2,2.174969,1613.093,0.05622879,0
353990274_1,353990274,1,1,1.556485,1614.094,0.1555453,0
119887817_1,119887817,1,1,13.94133,1626.216,0.6572712,0
334832207_1,334832207,1,1,14.55033,1626.709,0.5814167,0
153447930_1,153447930,2,1,24.1883,1616.724,0.1398563,0
233685612_1,233685612,1,1,16.04625,1619.659,0.3851103,1
219109297_1,219109297,2,1,8.819768,1619.077,0.2660647,0
236009245_1,236009245,2,1,0.4754817,1613.102,0.02083333,0
356785943_2,356785943,2,2,8.167803,1616.265,0.1893113,0
219099997_1,219099997,1,1,15.23357,1616.744,0.210648,1
153601274_2,153601274,2,2,13.8785,1626.64,1.198025,0
357127533_2,357127533,2,2,8.845452,1616.38,0.1602829,0
275689069_2,275689069,2,2,6.528635,1614.812,0.09392567,0
288405672_3,288405672,3,3,10.58869,1616.433,0.1104428,0
8347908_1,8347908,2,1,3.094398,1615.004,0.1862442,0
258177087_1,258177087,1,1,11.66723,1622.287,0.1537847,1
233717066_1,233717066,1,1,14.10591,1626.76,0.3638735,0
284187227_1,284187227,1,1,14.68804,1626.506,0.2927157,0
462607772_1,462607772,5,1,2.365992,1614.41,0.1301087,0
193722387_1,193722387,1,1,14.8823,1625.62,0.09828846,1
229779369_2,229779369,2,2,25.48472,1614.647,0.625,0
21674468_1,21674468,2,1,8.4625,1613.824,0.1875,0
219810383_2,219810383,2,2,16.89616,1615.954,0.100157,1
229564342_2,229564342,2,2,17.47466,1623.831,0.3939118,0
289622310_1,289622310,1,1,14.0035,1626.622,0.7591775,0
219879903_1,219879903,1,1,14.32524,1626.708,0.06347092,0
345873351_1,345873351,1,1,13.96171,1626.219,1.00074,0
229618154_3,229618154,3,3,13.82567,1626.426,0.5232963,0
459376111_1,459376111,2,1,4.659561,1614.834,0.130863,0
224601767_2,224601767,2,2,5.236085,1614.865,0.1598585,0
353938711_1,353938711,1,1,13.77434,1613.23,0.2432929,0
32543161_1,32543161,1,1,2.090651,1613.771,0.1296904,0
207504919_1,207504919,2,1,9.284995,1621.392,0.2632921,0
459417590_2,459417590,2,2,6.284632,1618.332,0.08720862,0
219763766_1,219763766,1,1,2.284628,1614.117,0.06613758,0
159941208_3,159941208,3,3,13.96545,1613.245,0.3793662,0
198279926_2,198279926,2,2,3.571756,1615.785,0.1945735,0
29395460_1,29395460,1,1,6.88355,1616.359,0.07915071,0
233201705_1,233201705,1,1,26.8911,1614.022,0.5164,0
199572752_1,199572752,1,1,3.527955,1615.694,0.2486228,0
441796790_1,441796790,1,1,9.32977,1615.343,0.4813554,0
258351335_1,258351335,1,1,12.8958,1617.69,0.08219296,1
224597955_1,224597955,2,1,4.547131,1613.983,0.09775071,1
420108885_1,420108885,1,1,9.888026,1615.172,0.1973111,0
389917323_1,389917323,1,1,14.03534,1626.144,0.5872667,1
198279156_2,198279156,3,2,0.4330042,1613.13,0.02083333,0
320498138_1,320498138,1,1,19.50398,1613.009,0.07708717,0
298464094_1,298464094,2,1,4.640433,1614.678,0.217049,0
157641213_1,157641213,2,1,9.213801,1618.069,0.3151518,0
230395127_2,230395127,3,2,3.885488,1614.081,0.07933117,1
458485558_1,458485558,1,1,5.87197,1615.542,0.2556547,1
255929744_2,255929744,2,2,2.3356,1615.174,0.04644513,0
321769258_1,321769258,1,1,3.823136,1613.565,0.1483192,1
233693324_1,233693324,2,1,3.821217,1615.133,0.1191073,0
362260961_1,362260961,1,1,14.30294,1626.984,0.1269933,0
182044759_1,182044759,2,1,24.63364,1616.034,0.05688775,0
318493980_1,318493980,2,1,6.780315,1616.516,0.05940358,1
39463142_2,39463142,2,2,6.789069,1616.622,0.08645412,0
115449758_1,115449758,1,1,15.30623,1614.704,0.1937275,1
21016962_1,21016962,1,1,12.62221,1623.86,0.2417212,0
229765505_1,229765505,1,1,2.225312,1614.492,0.1313232,0
420174351_1,420174351,1,1,17.32906,1620.668,0.06300933,1
79392957_1,79392957,1,1,14.67808,1626.325,0.6818437,0
398372707_1,398372707,1,1,14.07271,1626.783,0.3125197,0
229973176_1,229973176,2,1,4.26652,1616.191,0.1095206,0
71985571_1,71985571,1,1,13.90152,1626.54,0.4552446,0
235682979_2,235682979,5,2,4.622222,1615.309,0.08333333,0
256379705_1,256379705,3,1,9.073064,1620.544,0.2875221,0
150447745_1,150447745,1,1,9.798096,1621.506,0.1247617,0
198361391_1,198361391,1,1,11.50789,1613.647,0.1618574,1
229969460_2,229969460,2,2,8.131298,1614.932,0.0602545,0
405528466_2,405528466,2,2,13.21402,1623.902,0.1630183,1
150486675_1,150486675,1,1,2.282352,1614.919,0.1100774,1
393128314_1,393128314,1,1,8.238527,1613.299,0.08370221,1
198182739_1,198182739,1,1,0.3601906,1612.886,0.04272054,0
276753498_1,276753498,1,1,14.22192,1626.948,0.4752279,0
219863672_2,219863672,2,2,7.630919,1613.485,0.2472833,0
298733784_1,298733784,1,1,1.843276,1614.672,0.05046725,1
88764768_1,88764768,2,1,8.292958,1613.128,0.1253758,0
39463142_1,39463142,2,1,6.789438,1613.569,0.09029617,0
230128292_6,230128292,8,6,1.550289,1613.893,0.02543162,0
284355773_3,284355773,3,3,11.79437,1616.121,0.04468892,0
198278244_2,198278244,2,2,4.952202,1616.391,0.1466095,0
180356672_1,180356672,1,1,13.96552,1626.541,0.3077474,0
233062107_1,233062107,2,1,14.3948,1627.004,0.08458867,1
187316586_1,187316586,2,1,19.67757,1621.793,0.2187509,1
54615770_2,54615770,2,2,3.590095,1614.829,0.08856029,0
232639067_1,232639067,2,1,2.315278,1614.96,0.1041667,0
237097979_1,237097979,1,1,14.01838,1626.553,0.3146322,0
32263735_1,32263735,1,1,13.96674,1626.731,0.1346007,0
229398682_2,229398682,2,2,8.093675,1617.549,0.3516806,1
287152402_2,287152402,6,2,0.8098833,1613.518,0.06957108,0
353896004_1,353896004,1,1,14.11264,1626.98,0.5413742,0
230118963_1,230118963,1,1,14.04826,1626.593,0.7436292,0
376925533_2,376925533,3,2,5.952237,1615.107,0.2497645,0
274696123_2,274696123,2,2,3.554301,1614.652,0.04760342,0
229949571_2,229949571,2,2,12.96973,1624.985,0.04920004,0
219736965_2,219736965,2,2,1.360744,1613.491,0.05461812,0
411034051_1,411034051,3,1,0.9924106,1613.434,0.1458333,0
199612998_1,199612998,1,1,14.17418,1626.754,0.2625252,0
237217345_1,237217345,1,1,13.82158,1626.604,0.1418513,0
281842961_1,281842961,1,1,8.995176,1620.031,0.06891142,1
288344769_1,288344769,2,1,5.910014,1616.143,0.2411599,0
162594341_1,162594341,1,1,13.99592,1626.635,0.7151821,0
264392845_1,264392845,2,1,1.094944,1613.858,0.1020095,0
150486572_1,150486572,1,1,2.940016,1612.866,0.1566208,0
230380089_1,230380089,1,1,17.96993,1616.897,0.07456488,0
46372909_2,46372909,3,2,8.643512,1619.348,0.1817165,0
5897127_1,5897127,1,1,27.94534,1613.41,0.3237407,0
390021867_1,390021867,1,1,14.16514,1626.757,0.5120179,0
441726025_1,441726025,1,1,19.1734,1620.083,0.2265865,1
233238892_2,233238892,2,2,14.72341,1626.667,0.3254859,0
235679295_1,235679295,1,1,1.100393,1613.888,0.07717913,0
410992713_2,410992713,2,2,1.519764,1613.911,0.1076096,0
229672764_1,229672764,1,1,9.55971,1619.386,0.05631196,1
168572618_1,168572618,2,1,14.1443,1626.547,0.7542108,0
229743674_1,229743674,1,1,6.022747,1614.734,0.07033296,1
257495075_1,257495075,1,1,2.936648,1612.862,0.1112023,0
21631692_1,21631692,2,1,0.5369821,1612.958,0.06398483,1
356226244_1,356226244,1,1,6.23859,1615.584,0.1320396,1
233657572_1,233657572,3,1,6.601222,1616.985,0.2053262,0
257729523_1,257729523,1,1,14.23517,1626.722,0.09385204,0
284890035_1,284890035,1,1,16.7825,1617.777,0.4260646,0
446176915_1,446176915,2,1,9.519686,1614.507,0.1250152,0
162617453_3,162617453,3,3,3.404167,1613.154,0.08333333,0
259099460_1,259099460,1,1,13.99373,1626.595,0.5987029,0
230382377_1,230382377,1,1,1.229184,1613.371,0.07998242,1
165500941_1,165500941,1,1,5.948985,1613.439,0.09262175,0
353779451_1,353779451,1,1,2.652451,1613.759,0.06459413,1
323197989_1,323197989,2,1,7.157087,1619.904,0.1618158,0
49728689_1,49728689,1,1,14.03476,1626.541,0.4117451,0
219787696_2,219787696,2,2,9.420444,1620.707,0.2599441,1
236319705_1,236319705,3,1,2.906513,1614.591,0.2084415,0
229790533_1,229790533,1,1,14.23163,1627,0.04904708,0
230133178_1,230133178,1,1,8.519902,1621.25,0.2661969,0
229568896_1,229568896,1,1,22.06953,1617.506,0.6814883,0
258178658_1,258178658,1,1,28.14455,1613.42,0.3322476,0
233657572_2,233657572,3,2,6.59879,1613.636,0.1986251,0
229647209_1,229647209,1,1,21.0541,1619.912,0.1195854,0
199522110_1,199522110,2,1,4.763602,1616.292,0.1334695,0
286232900_5,286232900,5,5,2.998149,1614.883,0.1497228,0
274202581_3,274202581,3,3,8.57731,1620.034,0.1174354,0
258244752_2,258244752,2,2,14.3057,1626.586,0.197789,0
162589720_1,162589720,1,1,9.856908,1614.411,0.06855267,1
233211748_2,233211748,2,2,2.640442,1615.11,0.08166717,0
441723963_1,441723963,1,1,2.114062,1613.171,0.04111052,0
235682979_3,235682979,5,3,2.065612,1614.071,0.100949,0
320525039_1,320525039,2,1,9.734123,1613.28,0.1839878,0
416105907_4,416105907,4,4,13.40427,1614.157,0.03993032,0
258355004_2,258355004,4,2,1.169646,1613.373,0.1472469,0
236739720_1,236739720,1,1,28.16591,1613.127,0.2752763,0
298730971_1,298730971,1,1,8.057321,1617.758,0.2306338,1
187316670_1,187316670,1,1,14.74336,1626.466,0.4374592,0
137026571_1,137026571,1,1,3.261867,1616.053,0.102083,1
271193542_1,271193542,1,1,14.24168,1626.722,0.06712154,0
256321662_1,256321662,1,1,13.96026,1626.588,0.3990333,0
270826460_1,270826460,2,1,6.775612,1615.661,0.8866513,0
229949571_1,229949571,2,1,12.96968,1621.183,0.08745725,0
236784457_1,236784457,1,1,28.38778,1612.92,0.3567813,0
413935673_1,413935673,1,1,8.235181,1615.045,0.09699721,0
424730553_1,424730553,2,1,6.92896,1615.309,0.07378158,0
230090756_1,230090756,1,1,14.71943,1626.428,0.3523864,0
219491380_2,219491380,2,2,5.636152,1614.278,0.1939939,0
115182462_2,115182462,2,2,2.427726,1613.556,0.1658756,0
389961674_1,389961674,1,1,1.566135,1614.386,0.06249642,1
274483823_1,274483823,1,1,16.74199,1624.249,0.503055,0
142702188_1,142702188,3,1,1.073501,1613.742,0.07684392,0
353818863_1,353818863,2,1,6.203925,1615.609,0.1903377,0
230010430_2,230010430,2,2,4.80969,1616.564,0.09465513,0
393652809_1,393652809,1,1,13.95359,1626.354,0.6937979,0
21631692_2,21631692,2,2,19.71695,1616.571,0.4222425,0
337514410_1,337514410,2,1,4.828397,1616.402,0.07941587,0
198382049_1,198382049,1,1,19.13526,1621.286,0.8018371,0
359584173_1,359584173,1,1,4.155656,1613.372,0.143527,1
233571764_2,233571764,2,2,8.16679,1619.754,0.2177544,0
232674864_2,232674864,2,2,13.89425,1613.109,0.07055608,0
237231118_1,237231118,1,1,2.14561,1613.708,0.08645992,0
446178336_1,446178336,1,1,5.347039,1614.286,0.1436656,1
232637510_6,232637510,9,6,2.382584,1614.542,0.04981846,0
236759909_1,236759909,1,1,14.2576,1626.893,0.4412233,0
233195546_2,233195546,2,2,13.5875,1613.867,0.1875,0
233740210_2,233740210,2,2,4.142821,1615.113,0.2042623,0
393651196_1,393651196,1,1,2.016522,1613.395,0.06067958,0
219800534_1,219800534,1,1,14.31455,1626.724,0.09027458,0
359310643_1,359310643,1,1,13.99185,1626.226,0.5973642,0
371366416_1,371366416,2,1,15.30456,1625.95,0.7254979,0
276882156_1,276882156,3,1,8.934791,1615.299,0.2559331,0
341839537_1,341839537,1,1,26.19992,1614.489,1.295593,0
237103436_2,237103436,2,2,7.449244,1613.382,0.3623622,0
258959102_1,258959102,1,1,14.3201,1626.709,0.08561887,0
229671325_1,229671325,1,1,4.107132,1614.992,0.1080474,1
353181984_2,353181984,3,2,17.73803,1621.745,0.2313564,0
153528763_1,153528763,1,1,7.578439,1617.654,0.05302042,1
329249069_1,329249069,2,1,4.092011,1614.326,0.1142159,0
271130378_1,271130378,1,1,14.04505,1623.448,0.1982638,1
232610445_4,232610445,4,4,11.96964,1615.158,1.035998,0
356871721_1,356871721,2,1,0.6709017,1613.005,0.02513495,0
230128292_5,230128292,8,5,1.803283,1614.108,0.04037845,0
17564939_1,17564939,1,1,6.060727,1614.205,0.2094401,0
272672831_1,272672831,3,1,9.523776,1615.71,0.15059,1
188667250_1,188667250,1,1,14.84711,1626.25,0.4067581,0
291165378_1,291165378,2,1,6.847134,1615.292,0.2212951,0
259002953_1,259002953,2,1,2.177097,1614.259,0.09679546,1
232611886_1,232611886,1,1,14.20311,1626.737,0.1280166,0
198241702_1,198241702,1,1,2.04837,1613.806,0.2170677,0
335962435_1,335962435,1,1,14.02351,1626.193,0.6538167,0
229567955_1,229567955,1,1,9.986754,1615.66,0.06133242,0
229788228_2,229788228,2,2,9.313343,1620.48,0.05743358,1
180421166_1,180421166,1,1,6.27932,1616.607,0.1384221,1
272965154_2,272965154,2,2,4.951839,1613.405,0.04230925,0
233127400_1,233127400,4,1,4.131945,1613.502,0.08333333,0
320474241_1,320474241,1,1,14.26504,1626.933,0.6418342,0
188826124_1,188826124,2,1,7.452121,1618.717,0.1554202,0
280162266_2,280162266,3,2,2.315109,1612.931,0.1136192,0
135596511_2,135596511,2,2,5.05628,1616.926,0.5918963,0
459979984_1,459979984,1,1,14.81026,1626.327,0.6616588,0
233127400_2,233127400,4,2,4.131665,1615.644,0.1776794,0
274485819_1,274485819,2,1,5.457564,1617.359,0.1469509,0
258198274_1,258198274,2,1,3.668971,1613.653,0.1596927,0
229398682_1,229398682,2,1,8.093326,1613.173,0.3357246,1
237253562_1,237253562,3,1,1.226353,1614.002,0.1490966,0
356347230_2,356347230,4,2,13.93108,1613.086,0.08912029,0
298439336_2,298439336,2,2,13.98127,1626.331,0.6631271,0
219848613_1,219848613,1,1,13.97136,1626.646,0.6592308,0
47756300_2,47756300,2,2,5.597304,1616.378,0.479675,0
233680140_1,233680140,1,1,3.004697,1615.721,0.07082567,0
446177776_1,446177776,1,1,14.36209,1626.615,0.06245404,1
281521270_1,281521270,1,1,13.89932,1626.659,0.2406352,0
232600627_6,232600627,9,6,2.773343,1615.435,0.1260833,0
288468223_2,288468223,2,2,13.42552,1622.312,0.254279,0
362078066_1,362078066,1,1,18.55471,1618.388,0.1758806,1
21901385_1,21901385,2,1,2.940279,1615.796,0.1826155,0
219810383_1,219810383,2,1,1.873918,1613.124,0.0525535,1
219779728_1,219779728,1,1,13.97956,1626.576,0.4599671,0
153451577_1,153451577,1,1,0.2189428,1612.943,0.02083333,0
